m12,m14,m15,m16,m17,m18,m19,m20,m21,noise_param
9.392353490511596e-07,1.8938395669465535e-06,1.6436863461422035e-06,1.6743645119277062e-06,4.065203029313125e-06,1.6245517144852784e-06,4.3464541477078456e-07,4.226075816404773e-06,8.28281554277055e-06,9.392355195814162e-07
